pet_id,pet_name,primary_breed,secondary_breed,mixed_breed,age,gender,size,primary_colour,secondary_colour,coat_length,shelter_name,shelter_id,zip_code,num_photos,children,cats,other_dogs,other_animals,fee_waived,pet_location,characteristics,house_trained,health,pet_story
37184690,Zelma,Chihuahua,,True,Senior,Female,Small,Brown / Chocolate,,Short,Atlanta Canine Adoption Project,GA244,31064,5,True,,True,,False,"Monticello, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered.","Meet Zelma
If you are interested in adopting this pet please contact us. All applicants MUST fill out an ACAP application to begin the adoption process. Please e-mail completed applications to the address below.


All ACAP dogs are current on all Routine Vetting for their age.


Zelma is a Senior girl but doesn't act like it! She is spunky with the other dogs but loves being a lap dog.

Zelma weighs 9 lbs

We THINK she is between 11- 13 years old 3/6/24"
73901358,Lucky,Husky,Bull Terrier,True,Young,Male,Medium,,,,Faithful Hearts Animal Shelter Inc.,GA216,31023,3,,,True,,False,"Eastman, GA",N/A,N/A,Spayed / neutered.,"Meet Lucky
We're not sure of Lucky's breed, but we think he may be a husky/terrier mix. He doesn't look much like a husky, but he sure does love to talk to people! Lucky is a sweet boy who loves attention and gets along with other dogs.

Lucky is neutered and up to date on vaccines, flea/tick prevention, and heartworm prevention.

If you're interested in adopting Lucky, please submit an adoption application. Once we receive it, we will call you to arrange a visit. If you have any questions, please contact us at (478) 231-6942.
Please contact Faithful Hearts Animal Shelter (adoptions@fhanimalshelter.com) for more information about this pet.

If you're interested in adopting one of our available animals, please submit an Adoption Application using one of the following methods:

https://www.fhanimalshelter.com/adoption-application
Adoption Application - Online Form - this form will automatically submit your application to our team. A volunteer with Faithful Hearts will contact you within 1-3 days of submission when our adoption committee has an opportunity to review your application.

https://fhanimalshelter.com/wp-content/uploads/2024/04/FHAS-adoption-application-1.pdf
Adoption Application - PDF format - when your application is complete, please email it to adoptions@fhanimalshelter.com. Please make sure the application is completed in its entirety. A volunteer with Faithful Hearts will contact you within 1-3 days of submission when our adoption committee has an opportunity to review your application.

If you have any questions please call (478) 231-6942. Thank you for your interest in adopting from Faithful Hearts Animal Shelter!

Faithful Hearts Animal Shelter, Inc.
P.O. Box 5014
Eastman, GA 31023
(478) 231-6942
www.fhanimalshelter.com

ABOUT US: Faithful Hearts Animal Shelter is a 501(c)(3) public charity. Our organization was incorporated for the prevention of cruelty to animals and to eliminate the causes of animal suffering.

OUR MISSION: Our mission is to provide safe and humane shelter and to relieve pain and suffering for unwanted, stray and abused animals. Further, to facilitate the placement of these animals in desirable homes and promote responsible pet ownership.

ADOPTION PROCESS AND FEES: An Adoption Application must be completed and approved prior to adoption. Our adoption fee ranges from $150-$250 per dog and may vary. Contact us for more information on why we charge a fee and how our application process works.

DONATIONS: If you would like to make a tax deductible donation to Faithful Hearts please visit this page: https://www.fhanimalshelter.com/donate Thank you so much for your support!"
72802251,Emma,Mixed Breed,,True,Young,Female,Medium,,,,Faithful Hearts Animal Shelter Inc.,GA216,31023,3,True,,True,,False,"Eastman, GA",N/A,N/A,Spayed / neutered.,"Meet Emma
Emma came to us as a pregnant stray. She had her puppies and they were all adopted, now Emma is looking for her forever home! Emma is a super sweet girl, very affectionate, and loves to run around and play. She is a wonderful dog and the perfect size - not too big and not too small!

Emma is spayed and up to date on shots, flea/tick prevention, and heartworm prevention. If you're interested in adopting Emma, please visit https://fhanimalshelter.com/adoption-application/ to fill out an adoption application, or call (478) 231-6942 for more information.Please contact Faithful Hearts Animal Shelter (adoptions@fhanimalshelter.com) for more information about this pet.

If you're interested in adopting one of our available animals, please submit an Adoption Application using one of the following methods:

https://www.fhanimalshelter.com/adoption-application
Adoption Application - Online Form - this form will automatically submit your application to our team. A volunteer with Faithful Hearts will contact you within 1-3 days of submission when our adoption committee has an opportunity to review your application.

https://fhanimalshelter.com/wp-content/uploads/2024/04/FHAS-adoption-application-1.pdf
Adoption Application - PDF format - when your application is complete, please email it to adoptions@fhanimalshelter.com. Please make sure the application is completed in its entirety. A volunteer with Faithful Hearts will contact you within 1-3 days of submission when our adoption committee has an opportunity to review your application.

If you have any questions please call (478) 231-6942. Thank you for your interest in adopting from Faithful Hearts Animal Shelter!

Faithful Hearts Animal Shelter, Inc.
P.O. Box 5014
Eastman, GA 31023
(478) 231-6942
www.fhanimalshelter.com

ABOUT US: Faithful Hearts Animal Shelter is a 501(c)(3) public charity. Our organization was incorporated for the prevention of cruelty to animals and to eliminate the causes of animal suffering.

OUR MISSION: Our mission is to provide safe and humane shelter and to relieve pain and suffering for unwanted, stray and abused animals. Further, to facilitate the placement of these animals in desirable homes and promote responsible pet ownership.

ADOPTION PROCESS AND FEES: An Adoption Application must be completed and approved prior to adoption. Our adoption fee ranges from $150-$250 per dog and may vary. Contact us for more information on why we charge a fee and how our application process works.

DONATIONS: If you would like to make a tax deductible donation to Faithful Hearts please visit this page: https://www.fhanimalshelter.com/donate Thank you so much for your support!"
72802253,Shelby,Mixed Breed,,True,Young,Female,Medium,,,,Faithful Hearts Animal Shelter Inc.,GA216,31023,3,True,,True,,False,"Eastman, GA",N/A,N/A,Spayed / neutered.,"Meet Shelby
Shelby is a young shepherd mix. She is super playful and loving and would make a great companion.

Shelby is spayed and up to date on shots, flea/tick prevention, and heartworm prevention. If you're interested in adopting Shelby, please visit https://fhanimalshelter.com/adoption-application/ to fill out an adoption application, or call (478) 231-6942 for more information.Please contact Faithful Hearts Animal Shelter (adoptions@fhanimalshelter.com) for more information about this pet.

If you're interested in adopting one of our available animals, please submit an Adoption Application using one of the following methods:

https://www.fhanimalshelter.com/adoption-application
Adoption Application - Online Form - this form will automatically submit your application to our team. A volunteer with Faithful Hearts will contact you within 1-3 days of submission when our adoption committee has an opportunity to review your application.

https://fhanimalshelter.com/wp-content/uploads/2024/04/FHAS-adoption-application-1.pdf
Adoption Application - PDF format - when your application is complete, please email it to adoptions@fhanimalshelter.com. Please make sure the application is completed in its entirety. A volunteer with Faithful Hearts will contact you within 1-3 days of submission when our adoption committee has an opportunity to review your application.

If you have any questions please call (478) 231-6942. Thank you for your interest in adopting from Faithful Hearts Animal Shelter!

Faithful Hearts Animal Shelter, Inc.
P.O. Box 5014
Eastman, GA 31023
(478) 231-6942
www.fhanimalshelter.com

ABOUT US: Faithful Hearts Animal Shelter is a 501(c)(3) public charity. Our organization was incorporated for the prevention of cruelty to animals and to eliminate the causes of animal suffering.

OUR MISSION: Our mission is to provide safe and humane shelter and to relieve pain and suffering for unwanted, stray and abused animals. Further, to facilitate the placement of these animals in desirable homes and promote responsible pet ownership.

ADOPTION PROCESS AND FEES: An Adoption Application must be completed and approved prior to adoption. Our adoption fee ranges from $150-$250 per dog and may vary. Contact us for more information on why we charge a fee and how our application process works.

DONATIONS: If you would like to make a tax deductible donation to Faithful Hearts please visit this page: https://www.fhanimalshelter.com/donate Thank you so much for your support!"
72678951,Scout,Chihuahua,,True,Baby,Male,Medium,,,,Faithful Hearts Animal Shelter Inc.,GA216,31023,2,,,,,False,"Eastman, GA",N/A,N/A,Spayed / neutered.,"Meet Scout
Scout is a chihuahua mix, approximately 5 months old. He is shy at first, but very loving and playful once he feels comfortable. Scout is neutered, up to date on vaccines, flea/tick prevention, and heartworm prevention.

If you're interested in adopting Scout, please call (478) 231-6942 or visit fhanimalshelter.com and fill out an adoption application.Please contact Faithful Hearts Animal Shelter (adoptions@fhanimalshelter.com) for more information about this pet.

If you're interested in adopting one of our available animals, please submit an Adoption Application using one of the following methods:

https://www.fhanimalshelter.com/adoption-application
Adoption Application - Online Form - this form will automatically submit your application to our team. A volunteer with Faithful Hearts will contact you within 1-3 days of submission when our adoption committee has an opportunity to review your application.

https://fhanimalshelter.com/wp-content/uploads/2024/04/FHAS-adoption-application-1.pdf
Adoption Application - PDF format - when your application is complete, please email it to adoptions@fhanimalshelter.com. Please make sure the application is completed in its entirety. A volunteer with Faithful Hearts will contact you within 1-3 days of submission when our adoption committee has an opportunity to review your application.

If you have any questions please call (478) 231-6942. Thank you for your interest in adopting from Faithful Hearts Animal Shelter!

Faithful Hearts Animal Shelter, Inc.
P.O. Box 5014
Eastman, GA 31023
(478) 231-6942
www.fhanimalshelter.com

ABOUT US: Faithful Hearts Animal Shelter is a 501(c)(3) public charity. Our organization was incorporated for the prevention of cruelty to animals and to eliminate the causes of animal suffering.

OUR MISSION: Our mission is to provide safe and humane shelter and to relieve pain and suffering for unwanted, stray and abused animals. Further, to facilitate the placement of these animals in desirable homes and promote responsible pet ownership.

ADOPTION PROCESS AND FEES: An Adoption Application must be completed and approved prior to adoption. Our adoption fee ranges from $150-$250 per dog and may vary. Contact us for more information on why we charge a fee and how our application process works.

DONATIONS: If you would like to make a tax deductible donation to Faithful Hearts please visit this page: https://www.fhanimalshelter.com/donate Thank you so much for your support!"
72678948,Skipper,Chihuahua,,True,Baby,Male,Medium,,,,Faithful Hearts Animal Shelter Inc.,GA216,31023,2,,,,,False,"Eastman, GA",N/A,N/A,Spayed / neutered.,"Meet Skipper
Skipper is a chihuahua mix, approximately 5 months old. He is shy at first, but very loving and playful once he feels comfortable. Skipper is neutered, up to date on vaccines, flea/tick prevention, and heartworm prevention.

If you're interested in adopting Skipper, please call (478) 231-6942 or visit fhanimalshelter.com and fill out an adoption application.Please contact Faithful Hearts Animal Shelter (adoptions@fhanimalshelter.com) for more information about this pet.

If you're interested in adopting one of our available animals, please submit an Adoption Application using one of the following methods:

https://www.fhanimalshelter.com/adoption-application
Adoption Application - Online Form - this form will automatically submit your application to our team. A volunteer with Faithful Hearts will contact you within 1-3 days of submission when our adoption committee has an opportunity to review your application.

https://fhanimalshelter.com/wp-content/uploads/2024/04/FHAS-adoption-application-1.pdf
Adoption Application - PDF format - when your application is complete, please email it to adoptions@fhanimalshelter.com. Please make sure the application is completed in its entirety. A volunteer with Faithful Hearts will contact you within 1-3 days of submission when our adoption committee has an opportunity to review your application.

If you have any questions please call (478) 231-6942. Thank you for your interest in adopting from Faithful Hearts Animal Shelter!

Faithful Hearts Animal Shelter, Inc.
P.O. Box 5014
Eastman, GA 31023
(478) 231-6942
www.fhanimalshelter.com

ABOUT US: Faithful Hearts Animal Shelter is a 501(c)(3) public charity. Our organization was incorporated for the prevention of cruelty to animals and to eliminate the causes of animal suffering.

OUR MISSION: Our mission is to provide safe and humane shelter and to relieve pain and suffering for unwanted, stray and abused animals. Further, to facilitate the placement of these animals in desirable homes and promote responsible pet ownership.

ADOPTION PROCESS AND FEES: An Adoption Application must be completed and approved prior to adoption. Our adoption fee ranges from $150-$250 per dog and may vary. Contact us for more information on why we charge a fee and how our application process works.

DONATIONS: If you would like to make a tax deductible donation to Faithful Hearts please visit this page: https://www.fhanimalshelter.com/donate Thank you so much for your support!"
72189214,Scooby,Jack Russell Terrier,,True,Young,Male,Medium,,,,Faithful Hearts Animal Shelter Inc.,GA216,31023,3,True,,True,,False,"Eastman, GA",N/A,N/A,Spayed / neutered.,"Meet Scooby
Scooby was adopted but unfortunately returned to us due to no fault of his own. He is a very energetic and loving, plus a little goofy!

Scooby is neutered and up to date on vaccines, flea/tick prevention, and heartworm prevention.

If you're interested in adopting Scooby, please submit an adoption application. Once we receive it, we will call you to arrange a visit. If you have any questions, please contact us at (478) 231-6942.
Please contact Faithful Hearts Animal Shelter (adoptions@fhanimalshelter.com) for more information about this pet.

If you're interested in adopting one of our available animals, please submit an Adoption Application using one of the following methods:

https://www.fhanimalshelter.com/adoption-application
Adoption Application - Online Form - this form will automatically submit your application to our team. A volunteer with Faithful Hearts will contact you within 1-3 days of submission when our adoption committee has an opportunity to review your application.

https://fhanimalshelter.com/wp-content/uploads/2024/04/FHAS-adoption-application-1.pdf
Adoption Application - PDF format - when your application is complete, please email it to adoptions@fhanimalshelter.com. Please make sure the application is completed in its entirety. A volunteer with Faithful Hearts will contact you within 1-3 days of submission when our adoption committee has an opportunity to review your application.

If you have any questions please call (478) 231-6942. Thank you for your interest in adopting from Faithful Hearts Animal Shelter!

Faithful Hearts Animal Shelter, Inc.
P.O. Box 5014
Eastman, GA 31023
(478) 231-6942
www.fhanimalshelter.com

ABOUT US: Faithful Hearts Animal Shelter is a 501(c)(3) public charity. Our organization was incorporated for the prevention of cruelty to animals and to eliminate the causes of animal suffering.

OUR MISSION: Our mission is to provide safe and humane shelter and to relieve pain and suffering for unwanted, stray and abused animals. Further, to facilitate the placement of these animals in desirable homes and promote responsible pet ownership.

ADOPTION PROCESS AND FEES: An Adoption Application must be completed and approved prior to adoption. Our adoption fee ranges from $150-$250 per dog and may vary. Contact us for more information on why we charge a fee and how our application process works.

DONATIONS: If you would like to make a tax deductible donation to Faithful Hearts please visit this page: https://www.fhanimalshelter.com/donate Thank you so much for your support!"
72189215,Jackie,Husky,,False,Adult,Female,Medium,,,,Faithful Hearts Animal Shelter Inc.,GA216,31023,3,,,,,False,"Eastman, GA",N/A,N/A,Spayed / neutered.,"Meet Jackie
Jackie is a 3 year old Husky mix. She is sweet and playful, and loves to run and play then lay in her pool and relax. Jackie is spayed, up to date on shots, heartworm prevention, and flea/tick prevention.

If you're interested in adoption Jackie, please submit an adoption application. If you have any questions, please call (478) 231-6942.Please contact Faithful Hearts Animal Shelter (adoptions@fhanimalshelter.com) for more information about this pet.

If you're interested in adopting one of our available animals, please submit an Adoption Application using one of the following methods:

https://www.fhanimalshelter.com/adoption-application
Adoption Application - Online Form - this form will automatically submit your application to our team. A volunteer with Faithful Hearts will contact you within 1-3 days of submission when our adoption committee has an opportunity to review your application.

https://fhanimalshelter.com/wp-content/uploads/2024/04/FHAS-adoption-application-1.pdf
Adoption Application - PDF format - when your application is complete, please email it to adoptions@fhanimalshelter.com. Please make sure the application is completed in its entirety. A volunteer with Faithful Hearts will contact you within 1-3 days of submission when our adoption committee has an opportunity to review your application.

If you have any questions please call (478) 231-6942. Thank you for your interest in adopting from Faithful Hearts Animal Shelter!

Faithful Hearts Animal Shelter, Inc.
P.O. Box 5014
Eastman, GA 31023
(478) 231-6942
www.fhanimalshelter.com

ABOUT US: Faithful Hearts Animal Shelter is a 501(c)(3) public charity. Our organization was incorporated for the prevention of cruelty to animals and to eliminate the causes of animal suffering.

OUR MISSION: Our mission is to provide safe and humane shelter and to relieve pain and suffering for unwanted, stray and abused animals. Further, to facilitate the placement of these animals in desirable homes and promote responsible pet ownership.

ADOPTION PROCESS AND FEES: An Adoption Application must be completed and approved prior to adoption. Our adoption fee ranges from $150-$250 per dog and may vary. Contact us for more information on why we charge a fee and how our application process works.

DONATIONS: If you would like to make a tax deductible donation to Faithful Hearts please visit this page: https://www.fhanimalshelter.com/donate Thank you so much for your support!"
71262046,Tasha,Labrador Retriever,,True,Baby,Female,Medium,,,,Faithful Hearts Animal Shelter Inc.,GA216,31023,3,,,True,,False,"Eastman, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered.","Meet Tasha
Tasha is about seven months old. She's a very playful young girl, and happy all the time! Tasha is spayed and up to date on vaccines, flea/tick prevention, and heartworm prevention. For more information call (478) 231-6942.Please contact Faithful Hearts Animal Shelter (adoptions@fhanimalshelter.com) for more information about this pet.

If you're interested in adopting one of our available animals, please submit an Adoption Application using one of the following methods:

https://www.fhanimalshelter.com/adoption-application
Adoption Application - Online Form - this form will automatically submit your application to our team. A volunteer with Faithful Hearts will contact you within 1-3 days of submission when our adoption committee has an opportunity to review your application.

https://fhanimalshelter.com/wp-content/uploads/2024/04/FHAS-adoption-application-1.pdf
Adoption Application - PDF format - when your application is complete, please email it to adoptions@fhanimalshelter.com. Please make sure the application is completed in its entirety. A volunteer with Faithful Hearts will contact you within 1-3 days of submission when our adoption committee has an opportunity to review your application.

If you have any questions please call (478) 231-6942. Thank you for your interest in adopting from Faithful Hearts Animal Shelter!

Faithful Hearts Animal Shelter, Inc.
P.O. Box 5014
Eastman, GA 31023
(478) 231-6942
www.fhanimalshelter.com

ABOUT US: Faithful Hearts Animal Shelter is a 501(c)(3) public charity. Our organization was incorporated for the prevention of cruelty to animals and to eliminate the causes of animal suffering.

OUR MISSION: Our mission is to provide safe and humane shelter and to relieve pain and suffering for unwanted, stray and abused animals. Further, to facilitate the placement of these animals in desirable homes and promote responsible pet ownership.

ADOPTION PROCESS AND FEES: An Adoption Application must be completed and approved prior to adoption. Our adoption fee ranges from $150-$250 per dog and may vary. Contact us for more information on why we charge a fee and how our application process works.

DONATIONS: If you would like to make a tax deductible donation to Faithful Hearts please visit this page: https://www.fhanimalshelter.com/donate Thank you so much for your support!"
71262049,Toby,Labrador Retriever,,True,Baby,Male,Medium,,,,Faithful Hearts Animal Shelter Inc.,GA216,31023,3,,,True,,False,"Eastman, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered.","Meet Toby
Toby is about seven months old. He's a very playful young guy, and happy all the time! Toby is neutered and up to date on vaccines, flea/tick prevention, and heartworm prevention. For more information call (478) 231-6942.Please contact Faithful Hearts Animal Shelter (adoptions@fhanimalshelter.com) for more information about this pet.

If you're interested in adopting one of our available animals, please submit an Adoption Application using one of the following methods:

https://www.fhanimalshelter.com/adoption-application
Adoption Application - Online Form - this form will automatically submit your application to our team. A volunteer with Faithful Hearts will contact you within 1-3 days of submission when our adoption committee has an opportunity to review your application.

https://fhanimalshelter.com/wp-content/uploads/2024/04/FHAS-adoption-application-1.pdf
Adoption Application - PDF format - when your application is complete, please email it to adoptions@fhanimalshelter.com. Please make sure the application is completed in its entirety. A volunteer with Faithful Hearts will contact you within 1-3 days of submission when our adoption committee has an opportunity to review your application.

If you have any questions please call (478) 231-6942. Thank you for your interest in adopting from Faithful Hearts Animal Shelter!

Faithful Hearts Animal Shelter, Inc.
P.O. Box 5014
Eastman, GA 31023
(478) 231-6942
www.fhanimalshelter.com

ABOUT US: Faithful Hearts Animal Shelter is a 501(c)(3) public charity. Our organization was incorporated for the prevention of cruelty to animals and to eliminate the causes of animal suffering.

OUR MISSION: Our mission is to provide safe and humane shelter and to relieve pain and suffering for unwanted, stray and abused animals. Further, to facilitate the placement of these animals in desirable homes and promote responsible pet ownership.

ADOPTION PROCESS AND FEES: An Adoption Application must be completed and approved prior to adoption. Our adoption fee ranges from $150-$250 per dog and may vary. Contact us for more information on why we charge a fee and how our application process works.

DONATIONS: If you would like to make a tax deductible donation to Faithful Hearts please visit this page: https://www.fhanimalshelter.com/donate Thank you so much for your support!"
71262047,Taylor,Labrador Retriever,,True,Baby,Female,Medium,,,,Faithful Hearts Animal Shelter Inc.,GA216,31023,3,,,True,,False,"Eastman, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered.","Meet Taylor
Taylor is about nine months old. She's a very playful young girl, and happy all the time! Taylor is spayed and up to date on vaccines, flea/tick prevention, and heartworm prevention. For more information call (478) 231-6942.Please contact Faithful Hearts Animal Shelter (adoptions@fhanimalshelter.com) for more information about this pet.

If you're interested in adopting one of our available animals, please submit an Adoption Application using one of the following methods:

https://www.fhanimalshelter.com/adoption-application
Adoption Application - Online Form - this form will automatically submit your application to our team. A volunteer with Faithful Hearts will contact you within 1-3 days of submission when our adoption committee has an opportunity to review your application.

https://fhanimalshelter.com/wp-content/uploads/2024/04/FHAS-adoption-application-1.pdf
Adoption Application - PDF format - when your application is complete, please email it to adoptions@fhanimalshelter.com. Please make sure the application is completed in its entirety. A volunteer with Faithful Hearts will contact you within 1-3 days of submission when our adoption committee has an opportunity to review your application.

If you have any questions please call (478) 231-6942. Thank you for your interest in adopting from Faithful Hearts Animal Shelter!

Faithful Hearts Animal Shelter, Inc.
P.O. Box 5014
Eastman, GA 31023
(478) 231-6942
www.fhanimalshelter.com

ABOUT US: Faithful Hearts Animal Shelter is a 501(c)(3) public charity. Our organization was incorporated for the prevention of cruelty to animals and to eliminate the causes of animal suffering.

OUR MISSION: Our mission is to provide safe and humane shelter and to relieve pain and suffering for unwanted, stray and abused animals. Further, to facilitate the placement of these animals in desirable homes and promote responsible pet ownership.

ADOPTION PROCESS AND FEES: An Adoption Application must be completed and approved prior to adoption. Our adoption fee ranges from $150-$250 per dog and may vary. Contact us for more information on why we charge a fee and how our application process works.

DONATIONS: If you would like to make a tax deductible donation to Faithful Hearts please visit this page: https://www.fhanimalshelter.com/donate Thank you so much for your support!"
72017479,MERICA,Mixed Breed,,False,Young,Male,Small,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A,N/A
71921132,MARY,Labrador Retriever,Mixed Breed,True,Young,Female,Small,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A,N/A
71921106,BARRY,Labrador Retriever,Mixed Breed,True,Young,Male,Small,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A,N/A
71921120,SASSY,Mixed Breed,,False,Young,Female,Medium,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,Spayed / neutered.,N/A
71921118,REGINA,Labrador Retriever,Mixed Breed,True,Young,Female,Small,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,Spayed / neutered.,N/A
71219021,CURLY,Bearded Collie,Mixed Breed,True,Young,Male,Large,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,Spayed / neutered.,N/A
71198333,SWEETIE,Mixed Breed,,False,Young,Female,Large,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,Spayed / neutered.,N/A
73995698,Weebles,Vizsla,Mixed Breed,True,Young,Male,Medium,,,,Furever After Rescue,GA793,31210,0,,,,,False,"Macon, GA",N/A,N/A,Spayed / neutered.,"Meet Weebles
Name: Weebles

Breed: Vizsla Mix

Sex/Age/Weight: Male/estimate 10 months old/50lbs at the moment but still growing

Vetting: Up-to-date on vaccines, neutered, microchipped, heartworm negative and on preventatives

House trained/Crate Trained: No training yet, but I have had to stay in a big crate since I was found because of my medical needs. I do pretty good at not going to the bathroom inside of the cage, with a few little accidents.

Dogs/Cats/Children: Has not been tested with cats or children, but can be tested upon request. Weebles has had very controlled interactions with other dogs mostly because of his injuries, so I don't want to mess up his current PT progress. He seems very interested in playing with other dogs though.

Energy Level: Very high- I am a super-active dog who needs a high-energy owner

Before FAR/My History: I was found 5/25/2024 on the side of a road next to an orchard lying beside a laundry basket with a tarp. My humans don't know if someone dumped me but it looks that way. I had been hit by a car some months earlier and my legs didn't work right. I was very skinny and hungry. I had femoral head and neck ostectomy (FHO surgery) on 6/20/2024 on my back right leg to fix all the problems caused by the accident and the subsequent medical neglect. I am in rehab right now for my hip. Things are going well, but on 8/11/2024 I re-broke my elbow. Apparently I had broken it in the original incident but it had healed over before I was found and had surgery. With this minor setback, I will have to stay on cage rest for a bit longer while my leg and elbow recover, but I am looking forward to running injury-free soon.

Training Status/Commands I know: Sit and Touch the open hand to get a treat/food instead of leaping for the food

Working on: Everything- I am trying to learn a lot while I do rehab, but some exercises will have to wait until after treatment. I have puppy energy, but I am working on channeling it into being a good dog.

Things I like: Playtime! Any interaction is playtime to me. I am always ready to run and explore which I can't do much of because of my leg, but once I am healed - lookout! I definitely still have puppy energy, but I am an active breed. I love chew toys and treats and if I can sit still long enough, I love belly scratches.

Things I don't like: I don't like to be left out. It is hard to watch the other dogs run when you're on the injured list, but I really like going on walks with others. If you are doing something, I want to be right there doing it with you. I need constant interaction and stimulation so that I don't get bored.

Things that make my humans happy: My happiness even though I've been through so much. I go to my doctor appointments with the same attitude that I go to get a pup cup, just happy to see everyone and everything. My name is Weebles because I wobble but I don't fall down, physically or figuratively. I am always a happy pup.

Ideal Family/Home: Right now I am still a mystery. I haven't gotten to play with other dogs or people other than my humans because of my surgery restrictions, but soon I will start interacting with the other fosters and we will see my true personality shine.

If you are interested in giving Weebles a forever home, please visit the link below to fill out an application! http://fureverafterrescue.org/adoption-application.html It is best to submit an application through a computer. We have experienced some problems when applications have been submitted using a mobile device. *When you submit the application, you are not obligated to adopt however it does reserve for you the opportunity to adopt that particular animal. We review them on a first come first served basis. If your application is approved, we will contact you and allow you the opportunity to adopt. If you choose not to adopt, we will contact the next approved applicant. If you have any questions or difficulties, please contact us and we will be glad to help!

http://fureverafterrescue.org/adoption-application.html"
73995699,Oscar,German Shepherd Dog,Mixed Breed,True,Adult,Male,Medium,,,,Furever After Rescue,GA793,31210,0,,,True,,False,"Macon, GA",N/A,N/A,Spayed / neutered.,"Meet Oscar
Name: Oscar

Breed: Blackmouth Cur Mix

Sex/Age/Weight: Male/ estimate 2 years old/ around 50 lbs and I am full grown

Vetting: Up-to-date on vaccines, neutered, microchipped, heartworm negative and on preventatives

House trained/Crate Trained: In progress

Dogs/Cats/Children: Oscar has not been tested with cats or children yet, but can be tested upon request. Oscar has had very controlled interactions with other dogs and seems to enjoy other high energy breeds

Energy Level: High- I am a very athletic dog who loves to run and play

Before FAR/My History: I wandered up to somebody's house on 3/11/2024. I had been spotted the week before getting into the neighbors' trash at night because I was a hungry pup. I couldn't stay there because of their older dog who is very sick, but they put me in this program and I get to stay and play with 3 other foster dogs.

Training Status/Commands I know: Sit and touch the open hand to get a treat/food instead of leaping for the food

Working on: Everything

Things I like: Playtime, especially with another dog who is as energetic as I am. My running buddy is another FAR foster Sheila aka Havoc. I like to chase her when she has a toy, and I also like to be chased when I have a toy.

Things I don't like: I don't like to be left out, especially if another dog runs by and I see them playing.

Things that make my humans happy: My endless energy. I am always down to play, run, fetch, etc. And when it is time to rest, I like to snuggle and get chest scratches.

Ideal Family/Home: Because of my energy and drive, I think I would like a home without cats or small dogs. I love playing with Sheila aka Havoc because she is my size and matches my energy, so I think a mid-size, young female dog would be a perfect playmate for me.

If you are interested in giving Oscar a forever home, please visit the link below to fill out an application! http://fureverafterrescue.org/adoption-application.html It is best to submit an application through a computer. We have experienced some problems when applications have been submitted using a mobile device. *When you submit the application, you are not obligated to adopt however it does reserve for you the opportunity to adopt that particular animal. We review them on a first come first served basis. If your application is approved, we will contact you and allow you the opportunity to adopt. If you choose not to adopt, we will contact the next approved applicant. If you have any questions or difficulties, please contact us and we will be glad to help!

http://fureverafterrescue.org/adoption-application.html"
